indicator,threshold,horizon_days,hit_rate,avg_return,baseline_hit_rate,baseline_avg_return,edge,n_signals,p_value
EMA200_disc,5.0,5,0.574437084103165,0.00847716628139629,0.553072625698324,0.0029877865849320864,0.021364458404840914,66573,4.885978279252666e-101
EMA200_disc,5.0,10,0.606109930521017,0.01694791532437227,0.5684158362730247,0.005946313185436989,0.037694094247992305,66351,1.4018943254047146e-228
EMA200_disc,8.0,1,0.5261264543157032,0.002328727422537884,0.5275599456188265,0.0005899340542655227,-0.0014334913031233132,43921,1.623437223598339e-25
EMA200_disc,8.0,3,0.5589247851166184,0.006398179815430859,0.5443985041165691,0.0018435545096539463,0.014526281000049268,43861,7.365196901005328e-61
EMA200_disc,8.0,5,0.58097586592689,0.010463583926441287,0.5535551191064306,0.003079425586695207,0.027420746820459363,43797,4.898162256873561e-99
EMA200_disc,8.0,10,0.6182576417212776,0.020992811742239277,0.5692025398971486,0.006123304453947888,0.04905510182412898,43642,4.9326946720643075e-235
EMA200_disc,10.0,1,0.5266937058735166,0.0026589638081611655,0.5274798754636679,0.0006075349893894933,-0.0007861695901513199,33285,1.6647948101932767e-23
EMA200_disc,10.0,3,0.559459703378358,0.007225826856266081,0.5447189787106151,0.0018925299693655336,0.0147407246677429,33241,2.545255139084175e-55
EMA200_disc,10.0,5,0.5826830958334589,0.011837769212949262,0.554105209730972,0.0031562363572626303,0.028577886102486905,33193,6.141670617914994e-91
EMA200_disc,10.0,10,0.6240021770682148,0.023720708349127012,0.5699759864394011,0.006280931573860897,0.05402619062881375,33072,7.26709697047011e-219
EMA200_disc,12.0,1,0.5264284864586225,0.002993314381605551,0.5274806752216852,0.0006262204157101484,-0.001052188763062678,25219,1.09530489906849e-20
EMA200_disc,12.0,3,0.5618102421595872,0.008213763559141796,0.5448560182880741,0.001934130377922852,0.01695422387151313,25190,3.1598796961385383e-50
EMA200_disc,12.0,5,0.5841879322680659,0.013382984071038445,0.5545474672742872,0.003227457104985517,0.029640464993778703,25158,8.626449901038393e-82
EMA200_disc,12.0,10,0.6269543714103383,0.026093383135487168,0.5708036787133747,0.006465862047930835,0.0561506926969636,25072,3.4716215561135006e-185
EMA200_disc,15.0,1,0.5313812481514345,0.003839919264833471,0.5272717413652477,0.0006383490907052034,0.004109506786186823,16905,1.5353622134225473e-20
EMA200_disc,15.0,3,0.5631918546143373,0.009911261109392985,0.5451213252502595,0.0019871021521097325,0.018070529364077825,16893,1.7842814048269862e-43
EMA200_disc,15.0,5,0.5874755613484212,0.016429689308041465,0.5549772224774431,0.0033013505791779575,0.03249833887097808,16879,6.111491313090068e-74
EMA200_disc,15.0,10,0.6339333452147567,0.030793696178695647,0.5715863301277327,0.006653143145584228,0.062347015087024005,16833,2.0801041477951687e-157
Volume_ratio,1.5,1,0.5259324285849862,0.0008258453684388108,0.5275734501315418,0.000749093225667807,-0.0016410215465555433,42148,0.5811674398405837
Volume_ratio,1.5,3,0.5352456877120554,0.0016952603288658467,0.5468515805049078,0.00233762404988987,-0.011605892792852401,42147,0.0021298714255823217
Volume_ratio,1.5,5,0.5468953899447173,0.0031437882185190304,0.5571114818237461,0.003849180134568856,-0.010216091879028832,42147,0.007354898248509572
Volume_ratio,1.5,10,0.5646676386930229,0.0054863868983692065,0.5748049856368466,0.007747318581157011,-0.010137346943823622,41837,1.3241318562588392e-10
Volume_ratio,2.0,1,0.5170621468926554,0.0007345225505837336,0.5277311526989384,0.000756776185895253,-0.01066900580628305,13275,0.932360789494762
Volume_ratio,2.0,3,0.5324694892270604,0.002149906247336048,0.5461826582335262,0.002282490291223697,-0.013713169006465797,13274,0.7227211846263448
Volume_ratio,2.0,5,0.5475365375922857,0.0034976011401918116,0.5564302517688468,0.003792919823372165,-0.00889371417656104,13274,0.5299886512762086
Volume_ratio,2.0,10,0.5609142857142857,0.005192726452812709,0.5742612551635121,0.007610011146985129,-0.01334696944922642,13125,0.0001158628897311268
Volume_ratio,2.5,1,0.5168956554028964,0.0005874648918962887,0.527547784726504,0.000758133742533846,-0.010652129323607595,5386,0.6783708851271042
Volume_ratio,2.5,3,0.5239509840326773,0.0020741460472765653,0.5460453820182127,0.0022810847125750515,-0.022094397985535474,5386,0.7249346141278075
Volume_ratio,2.5,5,0.5373189751206833,0.0028409306831432193,0.5563968979390175,0.0037955828520916763,-0.019077922818334203,5386,0.2213355276871133
