indicator,horizon_days,n_signals,edge_all,edge_calm,edge_slow_bear,edge_fast_crash,p_value
EMA200_disc >=15.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,1,7363,0.011387807452426846,-0.021753195157770744,0.014098472852920096,-0.002614523686870762,8.026854646279564e-08
EMA200_disc >=15.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,3,7360,0.018088543598463347,-0.026051484440902217,0.03843370087531661,-0.05780102963424283,3.1468692312543823e-12
EMA200_disc >=15.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,5,7351,0.03118571942702575,-0.03320429071892517,0.055160429945432465,-0.032444654007966145,4.4651873423342436e-20
EMA200_disc >=15.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,10,7311,0.04397362758988066,-0.027211139835960574,0.040882695468594465,0.06011071576733884,1.5801072982672346e-37
EMA200_disc >=15.0 + BB_pctB <=0.2 + Stoch_K <=20.0,1,5922,0.008816252730819096,-0.028904738008247777,0.01703110512273709,-0.019621204919554658,2.1331047954668407e-05
EMA200_disc >=15.0 + BB_pctB <=0.2 + Stoch_K <=20.0,3,5922,0.02015890581215607,-0.02257609045207154,0.049062417871581054,-0.07660126355303998,2.462489317072018e-10
EMA200_disc >=15.0 + BB_pctB <=0.2 + Stoch_K <=20.0,5,5918,0.04066802035535555,-0.02143490031569195,0.07405482312714429,-0.04913255939732708,3.718318245408558e-20
EMA200_disc >=15.0 + BB_pctB <=0.2 + Stoch_K <=20.0,10,5881,0.05236572447135712,-0.008066905450567652,0.0469296743056683,0.05062929876881117,1.6892932813843266e-33
EMA200_disc >=12.0 + EMA200_disc >=10.0 + BB_pctB <=0.2,1,10621,-0.001240854012107162,-0.015428229483881117,-0.0007501168201597963,-0.0346583602416507,0.0006576226026187194
EMA200_disc >=12.0 + EMA200_disc >=10.0 + BB_pctB <=0.2,3,10615,0.017498905543886112,0.002628321357024399,0.02903258198179348,-0.07554803060091408,3.755378197912791e-11
EMA200_disc >=12.0 + EMA200_disc >=10.0 + BB_pctB <=0.2,5,10597,0.038661818164850814,0.007764368139854705,0.06134418510706929,-0.06472217322053575,3.453790925212563e-23
EMA200_disc >=12.0 + EMA200_disc >=10.0 + BB_pctB <=0.2,10,10521,0.058778736795305764,0.022004901685055644,0.06000478622163197,0.024660730941633346,1.719791485965431e-49
EMA200_disc >=12.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,1,10611,0.00823848217897849,-0.008185516245786895,0.0038682969509213905,-0.0030139470448704575,4.249807918330592e-08
EMA200_disc >=12.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,3,10601,0.02212169696037114,0.00173071992867746,0.03157232707131197,-0.05899596130748663,2.890934367575622e-14
EMA200_disc >=12.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,5,10579,0.03456652112791192,-0.003781300608725946,0.05445578733158307,-0.054421929373575595,9.727254814003081e-23
EMA200_disc >=12.0 + EMA200_disc >=10.0 + Stoch_K <=20.0,10,10504,0.04881180709155353,0.0024100179850776726,0.04891091537679504,0.03231563618813771,1.1590426148005637e-46
EMA200_disc >=12.0 + BB_pctB <=0.2 + Stoch_K <=20.0,1,8524,0.007070891761741471,-0.011485908516523424,0.006208104784468871,-0.01703419382353677,1.662165135319656e-05
EMA200_disc >=12.0 + BB_pctB <=0.2 + Stoch_K <=20.0,3,8522,0.022691951535548927,0.007028295621034353,0.03684635064279984,-0.07526617495797905,2.8693767671603003e-11
EMA200_disc >=12.0 + BB_pctB <=0.2 + Stoch_K <=20.0,5,8506,0.04146875885903001,0.007902110251317152,0.06877964793283142,-0.07155540503248792,6.248092739893705e-22
EMA200_disc >=12.0 + BB_pctB <=0.2 + Stoch_K <=20.0,10,8434,0.05688007624983027,0.025260373447435702,0.05388256652166745,0.022529337321675058,5.763839958567474e-41
EMA200_disc >=10.0 + BB_pctB <=0.2 + Stoch_K <=20.0,1,10841,0.0053933703984943016,-0.001442789628224972,-0.0004841320103634583,-0.01845360188277989,4.335807273025322e-05
EMA200_disc >=10.0 + BB_pctB <=0.2 + Stoch_K <=20.0,3,10838,0.018686684050786107,0.007373797882323285,0.027505532617144057,-0.07245162471114963,7.59785289736302e-11
EMA200_disc >=10.0 + BB_pctB <=0.2 + Stoch_K <=20.0,5,10818,0.035248018665090974,0.017770620787167624,0.056153250159310275,-0.08495103558337236,5.13488462757362e-21
EMA200_disc >=10.0 + BB_pctB <=0.2 + Stoch_K <=20.0,10,10725,0.05099680341740964,0.03404371657170313,0.048067260530397116,-0.0012799668255590868,2.989709923698058e-42
RSI_14 <=20.0,1,9729,0.02788996931443355,0.0024200681953500114,0.032725946468802336,0.05714691305119912,2.2827069341788028e-09
RSI_14 <=20.0,3,9680,0.046936736867914,0.006114224138359381,0.07796219234512425,0.05680491415069966,2.624282863724056e-12
RSI_14 <=20.0,5,9625,0.04221935394773979,0.004050093573994995,0.0798941553232998,0.02591389336971406,1.7343992146749985e-07
RSI_14 <=20.0,10,9367,0.028713700935501185,0.023819871942455273,0.04731138635259102,-0.049564180018722204,0.1656576501740317
EMA200_disc >=15.0,1,16905,0.004098209929650043,-0.0198316426150974,0.0030533310343364706,-0.006712964243297037,1.53535268831811e-20
EMA200_disc >=15.0,3,16893,0.018129725480812597,-0.022729737932229765,0.022483136163833017,-0.014184485254783663,1.7843241053420554e-43
EMA200_disc >=15.0,5,16879,0.03249833887097808,-0.02609089722121949,0.04098140455747756,0.014480156845846137,6.111659044773949e-74
EMA200_disc >=15.0,10,16833,0.06234474750818597,-0.027256272108279744,0.059290040163698654,0.13865513442982558,2.0800883284389276e-157
EMA200_disc >=12.0,1,25219,-0.0010637018868725479,-0.011526744348280826,-0.0076431597419803765,-0.012517208903648158,1.0953181309834017e-20
EMA200_disc >=12.0,3,25190,0.016993922164486475,-0.011220268980970172,0.021044085392185163,-0.03038818975488944,3.159920258588242e-50
EMA200_disc >=12.0,5,25158,0.029640464993778703,-0.013777503984681028,0.03872191522650936,-0.004891433730307093,8.626578930021182e-82
EMA200_disc >=12.0,10,25072,0.056148381947356496,-0.013640596958018336,0.05533495718016079,0.12340803352897478,3.471542533612846e-185
EMA200_disc >=10.0,1,33285,-0.0007979005935510042,-0.007326217339930219,-0.008880867340934184,-0.00978564097807677,1.6648202048388956e-23
EMA200_disc >=10.0,3,33241,0.014770807998569335,-0.004530250665591762,0.015084738984624257,-0.032960174205039605,2.5452970539143384e-55
